स्थिति,सूत्र,टिप्पणी
भ्रूणँ॒,-,-
भ्रूणँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
भ्रूण्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
भ्रूण्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
