स्थिति,सूत्र,टिप्पणी
दं॒शँ,-,-
दं॒शँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
दं॒श्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
दं॒श्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
दंश्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
