स्थिति,सूत्र,टिप्पणी
य॒मँ,-,-
य॒मँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
य॒म्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
य॒म्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
यम्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
