स्थिति,सूत्र,टिप्पणी
घुषिँ॒,-,-
घुषिँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
घुष्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
घुष्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
घुन्ष्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
घुंष्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
