स्थिति,सूत्र,टिप्पणी
लु॒पॢँ॑,-,-
लु॒पॢँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),ऌकारस्य इत्संज्ञा
लु॒प्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
लु॒प्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
लुप्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
