स्थिति,सूत्र,टिप्पणी
णु॒दँ,-,-
णु॒दँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
णु॒द्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
णु॒द्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
णुद्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
नुद्,णो नः (6.1.65),धातोरादेः णस्य नः
