स्थिति,सूत्र,टिप्पणी
त॒पँ॒,-,-
त॒पँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
त॒प्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
त॒प्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
तप्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
