स्थिति,सूत्र,टिप्पणी
रञ्जँ॑,-,-
रञ्जँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
रञ्ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
रञ्ज्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
