स्थिति,सूत्र,टिप्पणी
बुधिँ॑र्,-,-
बुधिँ॑र्,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
बुधिँ॑र्,हलन्त्यम् (1.3.3),रकारस्य इत्संज्ञा
बुध्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
बुध्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
बुन्ध्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
बुंध्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
बुन्ध्,अनुस्वारस्य_ययि_परसवर्णः (8.4.58),परसवर्णादेशः
