स्थिति,सूत्र,टिप्पणी
भु॒जँ,-,-
भु॒जँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
भु॒ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
भु॒ज्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
भुज्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
