स्थिति,सूत्र,टिप्पणी
घिणिँ॒,-,-
घिणिँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
घिण्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
घिण्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
घिन्ण्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
