स्थिति,सूत्र,टिप्पणी
वल्लँ॒,-,-
वल्लँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
वल्ल्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
वल्ल्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
