स्थिति,सूत्र,टिप्पणी
ग्रसुँ॒,-,-
ग्रसुँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
ग्रस्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ग्रस्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
