स्थिति,सूत्र,टिप्पणी
णहँ॒,-,-
णहँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
णह्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
णह्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
नह्,णो नः (6.1.65),धातोरादेः णस्य नः
