स्थिति,सूत्र,टिप्पणी
उ॒ङ्,-,-
उ॒ङ्,हलन्त्यम् (1.3.3),ङकारस्य इत्संज्ञा
उ॒,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
उ॒,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
उ,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
