स्थिति,सूत्र,टिप्पणी
ओँधी॒ङ्,-,-
ओधी॒ङ्,हलन्त्यम् (1.3.3),ङकारस्य इत्संज्ञा
ओधी॒,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ओधी॒,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
