स्थिति,सूत्र,टिप्पणी
कगेँ,-,-
कगेँ,उपदेशेऽजनुनासिक इत् (1.3.2),एकारस्य इत्संज्ञा
कग्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
कग्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
