स्थिति,सूत्र,टिप्पणी
श्लोकृँ॒,-,-
श्लोकृँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),ऋकारस्य इत्संज्ञा
श्लोक्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
श्लोक्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
