स्थिति,सूत्र,टिप्पणी
उब्जँ,-,-
उब्जँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
उब्ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
उब्ज्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
