स्थिति,सूत्र,टिप्पणी
सङ्ग्रामँ॒,-,-
सङ्ग्रामँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
सङ्ग्राम्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
सङ्ग्राम्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
