स्थिति,सूत्र,टिप्पणी
साम्बँ,-,-
साम्बँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
साम्ब्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
साम्ब्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
