स्थिति,सूत्र,टिप्पणी
अञ्जूँ,-,-
अञ्जूँ,उपदेशेऽजनुनासिक इत् (1.3.2),ऊकारस्य इत्संज्ञा
अञ्ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
अञ्ज्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
अञ्ज्,स्वरतिसूतिसूयतिधूञूदितो वा (7.2.44),धातुः वेट्
