स्थिति,सूत्र,टिप्पणी
टुओँस्फूर्जाँ,-,-
टुओस्फूर्जाँ,उपदेशेऽजनुनासिक इत् (1.3.2),आकारस्य इत्संज्ञा
टुओस्फूर्जाँ,हलन्त्यम् (1.3.3),टु-इत्यस्य इत्संज्ञा
ओस्फूर्ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ओस्फूर्ज्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
