स्थिति,सूत्र,टिप्पणी
म्लुचुँ,-,-
म्लुचुँ,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
म्लुच्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
म्लुच्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
