स्थिति,सूत्र,टिप्पणी
ली॒ङ्,-,-
ली॒ङ्,हलन्त्यम् (1.3.3),ङकारस्य इत्संज्ञा
ली॒,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ली॒,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
ली,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
