स्थिति,सूत्र,टिप्पणी
रघिँ,-,-
रघिँ,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
रघ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
रघ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
रन्घ्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
रंघ्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
रङ्घ्,अनुस्वारस्य_ययि_परसवर्णः (8.4.58),परसवर्णादेशः
