स्थिति,सूत्र,टिप्पणी
णू,-,-
णू,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
नू,णो नः (6.1.65),धातोरादेः णस्य नः
