स्थिति,सूत्र,टिप्पणी
षृम्भुँ,-,-
षृम्भुँ,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
षृम्भ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
षृम्भ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
सृम्भ्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
