स्थिति,सूत्र,टिप्पणी
चुड्डँ,-,-
चुड्डँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
चुड्ड्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
चुड्ड्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
