स्थिति,सूत्र,टिप्पणी
टुवेपृ॒,-,-
टुवेपृ॒,हलन्त्यम् (1.3.3),टु-इत्यस्य इत्संज्ञा
वेपृ॒,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
वेपृ॒,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
