स्थिति,सूत्र,टिप्पणी
झषँ॑,-,-
झषँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
झष्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
झष्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
