स्थिति,सूत्र,टिप्पणी
क्षै॒,-,-
क्षै॒,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
क्षै,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
