स्थिति,सूत्र,टिप्पणी
णी॒ञ्,-,-
णी॒ञ्,हलन्त्यम् (1.3.3),ञकारस्य इत्संज्ञा
णी॒,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
णी॒,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
णी,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
नी,णो नः (6.1.65),धातोरादेः णस्य नः
