स्थिति,सूत्र,टिप्पणी
मृधुँ॑,-,-
मृधुँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
मृध्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
मृध्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
