स्थिति,सूत्र,टिप्पणी
ञिष्व॒पँ,-,-
ञिष्व॒पँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
ञिष्व॒पँ,हलन्त्यम् (1.3.3),ञि-इत्यस्य इत्संज्ञा
ष्व॒प्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ष्व॒प्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
ष्वप्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
स्वप्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
