स्थिति,सूत्र,टिप्पणी
रु॒जोँ,-,-
रु॒जोँ,उपदेशेऽजनुनासिक इत् (1.3.2),ओकारस्य इत्संज्ञा
रु॒ज्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
रु॒ज्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
रुज्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
