स्थिति,सूत्र,टिप्पणी
मथेँ,-,-
मथेँ,उपदेशेऽजनुनासिक इत् (1.3.2),एकारस्य इत्संज्ञा
मथ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
मथ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
