स्थिति,सूत्र,टिप्पणी
विदॢँ॑,-,-
विदॢँ॑,उपदेशेऽजनुनासिक इत् (1.3.2),ऌकारस्य इत्संज्ञा
विद्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
विद्,स्वरितञितः कर्त्रभिप्राये क्रियाफले (1.3.72),उभयपदसंज्ञा
