क्रमाङ्क,गण,उपदेश,अर्थ,इत्,पद,इडागम,धातु
४.३,दिवादि,स्रिवुँ,गतिशोष॒णयोः॑,['उ'],परस्मैपदी,सेट्,स्रिव्
४.४,दिवादि,ष्ठिवुँ,नि॒रस॑ने,['उ'],परस्मैपदी,सेट्,स्थिव्
४.५,दिवादि,ष्णुसुँ,अद॑नेँ आदा॒ने अद॑र्शने॒ च,['उ'],परस्मैपदी,सेट्,स्नुस्
४.६,दिवादि,ष्णसुँ,निर॑सने,['उ'],परस्मैपदी,सेट्,स्नस्
४.७,दिवादि,क्नसुँ,ह्वरणदी॒प्त्योः,['उ'],परस्मैपदी,सेट्,क्नस्
४.८,दिवादि,व्युषँ,दाहे॒,['अ'],परस्मैपदी,सेट्,व्युष्
४.९,दिवादि,प्लुषँ,दाहे॒,['अ'],परस्मैपदी,सेट्,प्लुष्
४.१०,दिवादि,नृतीँ,गात्रविक्षे॒पे,['ई'],परस्मैपदी,सेट्,नृत्
४.११,दिवादि,त्रसीँ,उद्वे॒गे,['ई'],परस्मैपदी,सेट्,त्रस्
४.१२,दिवादि,कुथँ,पूतीभा॒वे,['अ'],परस्मैपदी,सेट्,कुथ्
४.१३,दिवादि,पुथँ,हिं॒साया॑म्,['अ'],परस्मैपदी,सेट्,पुथ्
४.१४,दिवादि,गुधँ,परि॒वेष्ट॑ने,['अ'],परस्मैपदी,सेट्,गुध्
४.१५,दिवादि,क्षि॒पँ,प्रेर॑ने,['अ'],परस्मैपदी,अनिट्,क्षिप्
४.१६,दिवादि,पुष्पँ,वि॒कस॑ने,['अ'],परस्मैपदी,सेट्,पुष्प्
४.१७,दिवादि,तिमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,सेट्,तिम्
४.१८,दिवादि,तीमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,सेट्,तीम्
४.१९,दिवादि,ष्टिमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,सेट्,स्तिम्
४.२०,दिवादि,ष्टीमँ,आर्द्रीभा॒वे,['अ'],परस्मैपदी,सेट्,स्तीम्
४.२१,दिवादि,व्रीडँ,चोद॑ने ल॒ज्जायां॑ च,['अ'],परस्मैपदी,सेट्,व्रीड्
४.२२,दिवादि,इषँ,गतौ॑,['अ'],परस्मैपदी,सेट्,इष्
४.२३,दिवादि,षहँ,चक्य॑र्थे,['अ'],परस्मैपदी,सेट्,सह्
४.२४,दिवादि,षुहँ,चक्य॑र्थे,['अ'],परस्मैपदी,सेट्,सुह्
४.२५,दिवादि,जॄष्,वयोहा॒नौ,['ष्'],परस्मैपदी,सेट्,जॄ
४.२६,दिवादि,झॄष्,वयोहा॒नौ,['ष्'],परस्मैपदी,सेट्,झॄ
४.२७,दिवादि,ओँषूङ्,प्राणिप्रस॒वे,['ङ्'],आत्मनेपदी,सेट्,ओषू
४.२८,दिवादि,ओँदूङ्,परिता॒पे,['ङ्'],आत्मनेपदी,सेट्,ओदू
४.२९,दिवादि,दीङ्,क्ष॒ये,['ङ्'],आत्मनेपदी,सेट्,दी
४.३०,दिवादि,ओँडी॒ङ्,विहा॑यसा॒ गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,ओडी
४.३१,दिवादि,ओँधी॒ङ्,आधा॒रे,['ङ्'],आत्मनेपदी,अनिट्,ओधी
४.३२,दिवादि,ओँमी॒ङ्,हिं॒साया॑म्,['ङ्'],आत्मनेपदी,अनिट्,ओमी
४.३३,दिवादि,ओँरी॒ङ्,श्रव॑णे,['ङ्'],आत्मनेपदी,अनिट्,ओरी
४.३४,दिवादि,ली॒ङ्,श्लेष॑णे,['ङ्'],आत्मनेपदी,अनिट्,ली
४.३५,दिवादि,ओँव्री॒ङ्,वृ॒णोत्य॑र्थेँ,['ङ्'],आत्मनेपदी,अनिट्,ओव्री
४.३६,दिवादि,पी॒ङ्,पाने॑,['ङ्'],आत्मनेपदी,अनिट्,पी
४.३७,दिवादि,मा॒ङ्,माने॑,['ङ्'],आत्मनेपदी,अनिट्,मा
४.३८,दिवादि,ई॒ङ्,गतौ॑,['ङ्'],आत्मनेपदी,अनिट्,ई
४.३९,दिवादि,प्री॒ङ्,प्रीतौ॑ प्रीण॑ने च,['ङ्'],आत्मनेपदी,अनिट्,प्री
४.४०,दिवादि,शो॒,तनू॒कर॑णे,[],परस्मैपदी,अनिट्,शो
४.४१,दिवादि,छो॒,छेद॑ने,[],परस्मैपदी,अनिट्,छो
४.४२,दिवादि,षो॒,अन्तक॒र्मणि॑,[],परस्मैपदी,अनिट्,सो
४.४३,दिवादि,दो॒,अव॒खण्ड॑ने,[],परस्मैपदी,अनिट्,दो
४.४४,दिवादि,जनीँ॒,प्रादुर्भा॒वे,['ई'],आत्मनेपदी,सेट्,जन्
४.४५,दिवादि,दीपीँ॒,दीप्तौ॑,['ई'],आत्मनेपदी,सेट्,दीप्
४.४६,दिवादि,पूरीँ॒,आ॒प्याय॑ने,['ई'],आत्मनेपदी,सेट्,पूर्
४.४७,दिवादि,तूरीँ॒,गतित्वरणहिंस॒नयोः॑,['ई'],आत्मनेपदी,सेट्,तूर्
४.४८,दिवादि,धूरी॒,हिंसाग॒त्योः,[],परस्मैपदी,अनिट्,धूरी
४.४९,दिवादि,गूरीँ॒,हिंसाग॒त्योः,['ई'],आत्मनेपदी,सेट्,गूर्
४.५०,दिवादि,घूरी॒,हिंसावयोह॒न्योः,[],परस्मैपदी,अनिट्,घूरी
४.५१,दिवादि,जूरीँ॒,हिंसावयोह॒न्योः,['ई'],आत्मनेपदी,सेट्,जूर्
४.५२,दिवादि,शूरीँ॒,हिंसास्तम्भ॒नयोः॑,['ई'],आत्मनेपदी,सेट्,शूर्
४.५३,दिवादि,चूरीँ॒,दाहे॒,['ई'],आत्मनेपदी,सेट्,चूर्
४.५४,दिवादि,त॒पँ॒,दाहे॒ ऐश्वे॑र्ये,['अ'],आत्मनेपदी,अनिट्,तप्
४.५५,दिवादि,वृतुँ॒,वर॑णे वर्त॑ने च,['उ'],आत्मनेपदी,सेट्,वृत्
४.५६,दिवादि,वावृतुँ॒,इति॒ केचि॑त्,['उ'],आत्मनेपदी,सेट्,वावृत्
४.५७,दिवादि,क्लिशँ॒,उपता॒पे,['अ'],आत्मनेपदी,सेट्,क्लिश्
४.५८,दिवादि,काश‍ृँ॒,दीप्तौ॑,['ऋ'],आत्मनेपदी,सेट्,काश्‍
४.५९,दिवादि,वाश‍ृँ॒,शब्दे॑,['ऋ'],आत्मनेपदी,सेट्,वाश्‍
४.६०,दिवादि,मृषँ॑,तिति॒क्षाया॑म्,['अ'],उभयपदी,सेट्,मृष्
४.६१,दिवादि,ईँशुचिँ॑र्,पूतीभा॒वे,['इर्'],उभयपदी,सेट्,ईशुच्
४.६२,दिवादि,णहँ॒,बन्ध॑ने,['अ'],आत्मनेपदी,सेट्,णह्
४.६३,दिवादि,र॒ञ्जँ॑,रा॒गे,['अ'],उभयपदी,अनिट्,रञ्ज्
४.६४,दिवादि,श॒पँ॑,आक्रो॒शे,['अ'],उभयपदी,अनिट्,शप्
४.६५,दिवादि,प॒दँ॒,गतौ॑,['अ'],आत्मनेपदी,अनिट्,पद्
४.६६,दिवादि,खि॒दँ॒,दैन्ये॑,['अ'],आत्मनेपदी,अनिट्,खिद्
४.६७,दिवादि,वि॒दँ॒,सत्ता॑याम्,['अ'],आत्मनेपदी,अनिट्,विद्
४.६८,दिवादि,बु॒धँ॒,अव॒गम॑ने,['अ'],आत्मनेपदी,अनिट्,बुध्
४.६९,दिवादि,यु॒धँ॒,सम्प्रहा॒रे,['अ'],आत्मनेपदी,अनिट्,युध्
४.७०,दिवादि,अनोरु॒धँ॒,कामे॑,['अ'],आत्मनेपदी,अनिट्,अनोरुध्
४.७१,दिवादि,अणँ॒,प्राण॑ने,['अ'],आत्मनेपदी,सेट्,अण्
४.७२,दिवादि,अनँ॒,इत्येके॑,['अ'],आत्मनेपदी,सेट्,अन्
४.७३,दिवादि,म॒नँ॒,ज्ञाने॑,['अ'],आत्मनेपदी,अनिट्,मन्
४.७४,दिवादि,यु॒जँ॒,समा॒धौ,['अ'],आत्मनेपदी,अनिट्,युज्
४.७५,दिवादि,सृ॒जँ॒,विस॒र्गे,['अ'],आत्मनेपदी,अनिट्,सृज्
४.७६,दिवादि,लि॒शँ॒,अल्पीभा॒वे,['अ'],आत्मनेपदी,अनिट्,लिश्
४.७७,दिवादि,रा॒धँ,अक॑र्मका॒द्वृद्धा॑वे॒व,['अ'],परस्मैपदी,अनिट्,राध्
४.७८,दिवादि,व्य॒धँ,ताड॑ने,['अ'],परस्मैपदी,अनिट्,व्यध्
