स्थिति,सूत्र,टिप्पणी
त्वञ्चुँ,-,-
त्वञ्चुँ,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
त्वञ्च्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
त्वञ्च्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
