स्थिति,सूत्र,टिप्पणी
स्फुर्छाँ,-,-
स्फुर्छाँ,उपदेशेऽजनुनासिक इत् (1.3.2),आकारस्य इत्संज्ञा
स्फुर्छ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
स्फुर्छ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
