स्थिति,सूत्र,टिप्पणी
ह्लादीँ॒,-,-
ह्लादीँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),ईकारस्य इत्संज्ञा
ह्लाद्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ह्लाद्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
