स्थिति,सूत्र,टिप्पणी
ष्मिङ्,-,-
ष्मिङ्,हलन्त्यम् (1.3.3),ङकारस्य इत्संज्ञा
ष्मि,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ष्मि,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्मि,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
