स्थिति,सूत्र,टिप्पणी
ग्लसुँ॒,-,-
ग्लसुँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
ग्लस्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ग्लस्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
