स्थिति,सूत्र,टिप्पणी
मस्कँ॒,-,-
मस्कँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
मस्क्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
मस्क्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
