स्थिति,सूत्र,टिप्पणी
ष्वकिँ॒,-,-
ष्वकिँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
ष्वक्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ष्वक्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्वक्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
स्वन्क्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
स्वंक्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
स्वङ्क्,अनुस्वारस्य_ययि_परसवर्णः (8.4.58),परसवर्णादेशः
