स्थिति,सूत्र,टिप्पणी
ध्रेकृँ॒,-,-
ध्रेकृँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),ऋकारस्य इत्संज्ञा
ध्रेक्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ध्रेक्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
