स्थिति,सूत्र,टिप्पणी
बहिँ॒,-,-
बहिँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
बह्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
बह्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
बन्ह्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
बंह्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
