स्थिति,सूत्र,टिप्पणी
खि॒दँ,-,-
खि॒दँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
खि॒द्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
खि॒द्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
खिद्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
