स्थिति,सूत्र,टिप्पणी
ट्वोँश्वि,-,-
ट्वोँश्वि,उपदेशेऽजनुनासिक इत् (1.3.2),ओकारस्य इत्संज्ञा
ट्व्श्वि,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ट्व्श्वि,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
