स्थिति,सूत्र,टिप्पणी
कत्रँ,-,-
कत्रँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
कत्र्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
कत्र्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
