स्थिति,सूत्र,टिप्पणी
तक्षँ,-,-
तक्षँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
तक्ष्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
तक्ष्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
