स्थिति,सूत्र,टिप्पणी
शसुँ,-,-
शसुँ,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
शस्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
शस्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
