स्थिति,सूत्र,टिप्पणी
ग॒मॢँ,-,-
ग॒मॢँ,उपदेशेऽजनुनासिक इत् (1.3.2),ऌकारस्य इत्संज्ञा
ग॒म्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ग॒म्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
गम्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
