स्थिति,सूत्र,टिप्पणी
पिसिँ,-,-
पिसिँ,उपदेशेऽजनुनासिक इत् (1.3.2),इकारस्य इत्संज्ञा
पिस्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
पिस्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
पिन्स्,इदितो_नुम्_धातोः (7.1.58),नुमागामः
पिंस्,नश्चापदान्तस्य झलि (8.3.24),अनुस्वारादेशः
