स्थिति,सूत्र,टिप्पणी
ष्णुहँ॒,-,-
ष्णुहँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
ष्णुह्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
ष्णुह्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
स्नुह्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
