स्थिति,सूत्र,टिप्पणी
षि॒धुँ,-,-
षि॒धुँ,उपदेशेऽजनुनासिक इत् (1.3.2),उकारस्य इत्संज्ञा
षि॒ध्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
षि॒ध्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
षिध्,एकाच उपदेशेऽनुदात्तात् (7.2.10),धातुः अनिट्
सिध्,धात्वादेः षः सः (6.1.64),धातोरादेः षस्य सः
