स्थिति,सूत्र,टिप्पणी
श्वर्तँ,-,-
श्वर्तँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
श्वर्त्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
श्वर्त्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
