स्थिति,सूत्र,टिप्पणी
णभँ,-,-
णभँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
णभ्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
णभ्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
नभ्,णो नः (6.1.65),धातोरादेः णस्य नः
