स्थिति,सूत्र,टिप्पणी
मार्गँ,-,-
मार्गँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
मार्ग्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
मार्ग्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
