स्थिति,सूत्र,टिप्पणी
पतॢँ,-,-
पतॢँ,उपदेशेऽजनुनासिक इत् (1.3.2),ऌकारस्य इत्संज्ञा
पत्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
पत्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
