स्थिति,सूत्र,टिप्पणी
श्विताँ,-,-
श्विताँ,उपदेशेऽजनुनासिक इत् (1.3.2),आकारस्य इत्संज्ञा
श्वित्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
श्वित्,शेषात् कर्तरि परस्मैपदम् (1.3.78),परस्मैपदसंज्ञा
