स्थिति,सूत्र,टिप्पणी
उँध्र॒सँ,-,-
उध्र॒सँ,उपदेशेऽजनुनासिक इत् (1.3.2),अकारस्य इत्संज्ञा
उध्र॒स्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
उध्र॒स्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
