स्थिति,सूत्र,टिप्पणी
णेषृँ॒,-,-
णेषृँ॒,उपदेशेऽजनुनासिक इत् (1.3.2),ऋकारस्य इत्संज्ञा
णेष्,तस्य लोपः (1.3.9),इत्संज्ञकलोपः
णेष्,अनुदात्तङित आत्मनेपदम् (1.3.12),आत्मनेपदसंज्ञा
नेष्,णो नः (6.1.65),धातोरादेः णस्य नः
